Name,Site type,Community,Location,lat,lon,lat2,lon2
Tor y Foel Deserted Rural Settlement,Platform house,Talybont-on-Usk,"51°51′51″N 3°17′27″W﻿ / ﻿51.8643°N 3.2907°W, SO112192",51.8959365,-3.2877765,51.8959365,-3.2877765
"Churchyard Cross, St Issau's Church",Cross,The Vale of Grwyney,"51°53′45″N 3°02′57″W﻿ / ﻿51.8957°N 3.0493°W, SO278224",51.912584100000004,-3.0963667633510727,51.912584100000004,-3.0963667633510727
Cwm Beusych Deserted Rural Settlement,Platform house,The Vale of Grwyney,"51°53′15″N 3°04′26″W﻿ / ﻿51.8876°N 3.0739°W, SO261215",51.912584100000004,-3.0963667633510727,51.912584100000004,-3.0963667633510727
Llwyn y Brain Deserted Rural Settlement,Platform house,The Vale of Grwyney,"51°54′05″N 3°03′13″W﻿ / ﻿51.9014°N 3.0537°W, SO276230",51.912584100000004,-3.0963667633510727,51.912584100000004,-3.0963667633510727
Two platform buildings on eastern side of Partrishow Hill,Platform House,The Vale of Grwyney,"51°53′21″N 3°03′17″W﻿ / ﻿51.8892°N 3.0547°W, SO275217",51.912584100000004,-3.0963667633510727,51.912584100000004,-3.0963667633510727
Y Cwrt Deserted Rural Settlement,Platform house,The Vale of Grwyney,"51°53′14″N 3°04′02″W﻿ / ﻿51.8871°N 3.0673°W, SO266214",51.912584100000004,-3.0963667633510727,51.912584100000004,-3.0963667633510727
Cwm Camlais Castle,Motte,Trallong,"51°55′24″N 3°31′09″W﻿ / ﻿51.9234°N 3.5192°W, SN956260",51.9545755,-3.5059792,51.9545755,-3.5059792
Tir-cyd Deserted Rural Settlement,Deserted Rural Settlement,Trallong,"52°01′39″N 3°33′39″W﻿ / ﻿52.0274°N 3.5608°W, SN930377",51.9545755,-3.5059792,51.9545755,-3.5059792
Caerau Castle Mound,Motte,Treflys,"52°08′20″N 3°34′30″W﻿ / ﻿52.139°N 3.575°W, SN923501",52.1584196,-3.6115212850536067,52.1584196,-3.6115212850536067
Fforest Castle Mound,Motte,Treflys,"52°09′21″N 3°34′51″W﻿ / ﻿52.1559°N 3.5809°W, SN919520",52.1584196,-3.6115212850536067,52.1584196,-3.6115212850536067
Aberyscir Castle Mound,Motte,Yscir,"51°57′20″N 3°27′22″W﻿ / ﻿51.9555°N 3.4561°W, SO000295",51.973521,-3.4568556829375163,51.973521,-3.4568556829375163
Castell Coch,Motte & Bailey,Ystradfellte,"51°49′08″N 3°32′43″W﻿ / ﻿51.8189°N 3.5453°W, SN935144",51.809498,-3.5533027,51.809498,-3.5533027
Enclosures East of Afon Llia,Enclosure - Agricultural,Ystradfellte,"51°51′15″N 3°33′31″W﻿ / ﻿51.8541°N 3.5586°W, SN927184",51.809498,-3.5533027,51.809498,-3.5533027
Brecon Bridge,Bridge,Brecon,"51°56′51″N 3°23′37″W﻿ / ﻿51.9476°N 3.3937°W, SO043285",51.9472048,-3.391696,51.9472048,-3.391696
Pont Gihirych,Bridge,Cray,"51°52′41″N 3°37′12″W﻿ / ﻿51.8781°N 3.6201°W, SN885211",51.89339270000001,-3.625444032589439,51.89339270000001,-3.625444032589439
Porth Mawr,Gatehouse,Crickhowell,"51°51′37″N 3°08′15″W﻿ / ﻿51.8604°N 3.1376°W, SO217185",51.859112,-3.138355,51.859112,-3.138355
Cefn Corast Deserted Rural Settlement,Rectangular hut,Duhonw,"52°06′13″N 3°27′43″W﻿ / ﻿52.1036°N 3.4619°W, SN999460",52.12068485,-3.4381597131951835,52.12068485,-3.4381597131951835
Hendy Long Hut,Rectangular hut,Erwood,"52°06′41″N 3°22′41″W﻿ / ﻿52.1114°N 3.378°W, SO057467",52.0784115,-3.3188984,52.0784115,-3.3188984
Y Gyrn Hut Platform (N),House platform,Glyn Tarell,"51°53′40″N 3°28′43″W﻿ / ﻿51.8945°N 3.4786°W, SN983228",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Y Gyrn Hut Platform (S),House platform,Glyn Tarell,"51°53′32″N 3°28′47″W﻿ / ﻿51.8923°N 3.4798°W, SN982225",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Y Gyrn Hut Platforms,House platform,Glyn Tarell,"51°53′35″N 3°28′44″W﻿ / ﻿51.8931°N 3.4788°W, SN983226",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Y Gyrn Longhuts,Deserted Rural Settlement,Glyn Tarell,"51°53′37″N 3°28′44″W﻿ / ﻿51.8935°N 3.4788°W, SN983228",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Garden Earthworks at Old Gwernyfed,Garden,Gwernyfed,"52°01′16″N 3°11′38″W﻿ / ﻿52.0212°N 3.194°W, SO181365",52.02463815,-3.1838575428983353,52.02463815,-3.1838575428983353
Brynich Aqueduct (Brecknock & Abergavenny Canal),Aqueduct,Llanfrynach,"51°56′11″N 3°20′27″W﻿ / ﻿51.9365°N 3.3409°W, SO079273",51.9224348,-3.3480056,51.9224348,-3.3480056
Llwyn-on Farmstead,Farmstead,Llanfrynach,"51°50′42″N 3°24′31″W﻿ / ﻿51.8451°N 3.4087°W, SO030172",51.9224348,-3.3480056,51.9224348,-3.3480056
Crickhowell Bridge,Bridge,Llangattock,"51°51′23″N 3°08′32″W﻿ / ﻿51.8564°N 3.1421°W, SO214181",51.8520145,-3.1472084,51.8520145,-3.1472084
Disgwylfa Tramroads,Tramroad,Llangattock,"51°49′08″N 3°08′14″W﻿ / ﻿51.8189°N 3.1371°W, SO217139",51.8520145,-3.1472084,51.8520145,-3.1472084
Llangattock Tramroad Inclines,Tramroad,Llangattock,"51°50′19″N 3°09′51″W﻿ / ﻿51.8385°N 3.1641°W, SO198161",51.8520145,-3.1472084,51.8520145,-3.1472084
Nant Morlais Hafod,Enclosure,Llangynidr,"51°47′51″N 3°20′59″W﻿ / ﻿51.7974°N 3.3498°W, SO070118",51.8684757,-3.2301949,51.8684757,-3.2301949
Cerrig Llwydion Deserted Rural Settlement,Deserted Rural Settlement,Llanwrthwl,"52°14′51″N 3°38′25″W﻿ / ﻿52.2474°N 3.6402°W, SN881622",52.2619815,-3.5037202,52.2619815,-3.5037202
Dalrhiw Lead Mine,Lead mine,Llanwrthwl,"52°14′02″N 3°38′03″W﻿ / ﻿52.2338°N 3.6341°W, SN885607",52.2619815,-3.5037202,52.2619815,-3.5037202
Hafod Rhiwnant Deserted Rural Settlement,Longhouse,Llanwrthwl,"52°13′38″N 3°38′48″W﻿ / ﻿52.2271°N 3.6466°W, SN876600",52.2619815,-3.5037202,52.2619815,-3.5037202
Nant-y-Car South Lead Mine,Lead mine,Llanwrthwl,"52°14′05″N 3°37′58″W﻿ / ﻿52.2348°N 3.6328°W, SN885608",52.2619815,-3.5037202,52.2619815,-3.5037202
Nant-y-Garw Lead Mine,Lead mine,Llanwrthwl,"52°13′56″N 3°38′54″W﻿ / ﻿52.2323°N 3.6482°W, SN875606",52.2619815,-3.5037202,52.2619815,-3.5037202
Nant-y-Gro Dam,Dam,Llanwrthwl,"52°15′32″N 3°34′51″W﻿ / ﻿52.2589°N 3.5809°W, SN921634",52.2619815,-3.5037202,52.2619815,-3.5037202
Nant y Gaseg long hut,Rectangular hut,Maescar,"51°52′10″N 3°31′31″W﻿ / ﻿51.8694°N 3.5254°W, SN950200",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
Pant-y-Blodau Deserted Rural Settlement,Rectangular hut,Maescar,"52°01′25″N 3°36′58″W﻿ / ﻿52.0237°N 3.6161°W, SN892373",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
Pillow Mounds at Pant Mawr,Pillow mound,Tawe-Uchaf,"51°48′27″N 3°37′06″W﻿ / ﻿51.8074°N 3.6183°W, SN885133",51.8074117,-3.662394999330192,51.8074117,-3.662394999330192
Afon Hepste Settlement Enclosure,Enclosure - Domestic,Ystradfellte,"51°48′59″N 3°29′12″W﻿ / ﻿51.8164°N 3.4867°W, SN976141",51.809498,-3.5533027,51.809498,-3.5533027
Glynneath Gunpowder Works,Industrial monument,Ystradfellte,"51°45′57″N 3°33′55″W﻿ / ﻿51.7658°N 3.5654°W, SN920086",51.809498,-3.5533027,51.809498,-3.5533027
Mynydd y Garn Enclosure,Enclosure,Ystradfellte,"51°48′35″N 3°30′21″W﻿ / ﻿51.8096°N 3.5059°W, SN962134",51.809498,-3.5533027,51.809498,-3.5533027
Mynydd y Garn Lluest East,Enclosure,Ystradfellte,"51°48′42″N 3°30′29″W﻿ / ﻿51.8118°N 3.508°W, SN961136",51.809498,-3.5533027,51.809498,-3.5533027
Mynydd y Garn Lluest West,Enclosure,Ystradfellte,"51°48′30″N 3°30′36″W﻿ / ﻿51.8083°N 3.51°W, SN959132",51.809498,-3.5533027,51.809498,-3.5533027
Abercrave Ironworks,Industrial monument,Ystradgynlais,"51°47′58″N 3°43′38″W﻿ / ﻿51.7994°N 3.7272°W, SN809126",51.7819324,-3.7571837,51.7819324,-3.7571837
"Canal Aqueduct over the River Twrch, Ystalyfera",Aqueduct,Ystradgynlais,"51°46′06″N 3°46′48″W﻿ / ﻿51.7684°N 3.7799°W, SN772092",51.7819324,-3.7571837,51.7819324,-3.7571837
Claypon's Tramroad at Ystradgynlais,Tramroad,Ystradgynlais,"51°46′24″N 3°43′18″W﻿ / ﻿51.7734°N 3.7218°W, SN812097",51.7819324,-3.7571837,51.7819324,-3.7571837
Cribarth Limestone Quarries and Tramroads,Quarry,Ystradgynlais,"51°48′49″N 3°42′05″W﻿ / ﻿51.8136°N 3.7013°W, SN828141",51.7819324,-3.7571837,51.7819324,-3.7571837
Lefel Fawr Coal Adit,Coal Adit,Ystradgynlais,"51°47′53″N 3°43′09″W﻿ / ﻿51.798°N 3.7193°W, SN815124",51.7819324,-3.7571837,51.7819324,-3.7571837
"Ynysgedwyn Colliery, Fan House",Fan House,Ystradgynlais,"51°47′10″N 3°44′20″W﻿ / ﻿51.786°N 3.7388°W, SN801111",51.7819324,-3.7571837,51.7819324,-3.7571837
Coed Chwefri Vickers Machine Gun Emplacement,Pillbox,Cilmery,"52°09′01″N 3°25′06″W﻿ / ﻿52.1503°N 3.4182°W, SO030511",52.1530398,-3.4561962,52.1530398,-3.4561962
Storey Arms Anti-invasion Defences,Infantry support trench,Glyn Tarell,"51°52′03″N 3°28′16″W﻿ / ﻿51.8676°N 3.4712°W, SN988198",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Brynbychan Round Cairn,Round cairn,Mountain Ash,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°40′52″N 3°21′23″W﻿ / ﻿51.6812°N 3.3564°W, ST063989",51.6821033,-3.3764418,51.6821033,-3.3764418
The Beacons Round Barrows,Round barrow,Llanharan,"51°32′46″N 3°25′08″W﻿ / ﻿51.5461°N 3.4189°W, ST017839",51.5376296,-3.4416549,51.5376296,-3.4416549
"Two Round Barrows, Naboth's Vineyard",Round barrow,Llanharry,"51°30′59″N 3°25′55″W﻿ / ﻿51.5163°N 3.4319°W, ST007806",51.5134909,-3.4330118,51.5134909,-3.4330118
Rhos-Gwawr cairn cemetery,Round cairn,Aberaman,"51°41′48″N 3°27′22″W﻿ / ﻿51.6968°N 3.4561°W, SN994007",51.7003604,-3.4290402,51.7003604,-3.4290402
Carn Pentyle-Hir & Adjacent Round Cairn,Round cairn,Aberdare,"51°44′16″N 3°25′13″W﻿ / ﻿51.7378°N 3.4203°W, SO020052",51.713353,-3.445555,51.713353,-3.445555
Garn Las Earthwork,Round cairn,Aberdare,"51°43′29″N 3°24′26″W﻿ / ﻿51.7248°N 3.4073°W, SO028038",51.713353,-3.445555,51.713353,-3.445555
Ring Cairn South of Twyn Blaennant,Round cairn,Aberdare,"51°43′47″N 3°24′45″W﻿ / ﻿51.7297°N 3.4125°W, SO025043",51.713353,-3.445555,51.713353,-3.445555
Darren Fawr Round Cairns,Round cairn,Cwmbach,"51°42′44″N 3°24′01″W﻿ / ﻿51.7121°N 3.4002°W, SO033024",51.7069389,-3.4144803,51.7069389,-3.4144803
Graig-y-Gilfach round cairn and earthwork,Round barrow,Cwmbach,"51°43′14″N 3°24′20″W﻿ / ﻿51.7206°N 3.4056°W, SO030033",51.7069389,-3.4144803,51.7069389,-3.4144803
Carn-y-Pigwn Round Cairn,Round cairn,Ferndale,"51°40′00″N 3°25′49″W﻿ / ﻿51.6668°N 3.4302°W, ST011974",40.576241,-124.263944,40.576241,-124.263944
Mynydd Ty'n-tyle cairns,Round cairn,Ferndale,"51°39′23″N 3°27′26″W﻿ / ﻿51.6565°N 3.4573°W, SS992963",40.576241,-124.263944,40.576241,-124.263944
Tarren Maerdy Cairn (W),Round cairn,Ferndale,"51°39′51″N 3°28′55″W﻿ / ﻿51.6642°N 3.482°W, SS979972",40.576241,-124.263944,40.576241,-124.263944
Cadair Fawr Round Cairn,Round cairn,Hirwaun,"51°47′57″N 3°29′04″W﻿ / ﻿51.7992°N 3.4844°W, SN977122",51.7403304,-3.512634,51.7403304,-3.512634
Cefn Sychbant Round Cairns,Round cairn,Hirwaun,"51°47′14″N 3°28′32″W﻿ / ﻿51.7873°N 3.4755°W, SN983108",51.7403304,-3.512634,51.7403304,-3.512634
"Cefn Sychbant, round cairns to the S of",Round cairn,Hirwaun,"51°46′51″N 3°27′58″W﻿ / ﻿51.7808°N 3.4661°W, SN989101",51.7403304,-3.512634,51.7403304,-3.512634
Four Round Cairns on Mynydd-y-Glog,Round cairn,Hirwaun,"51°46′10″N 3°29′20″W﻿ / ﻿51.7694°N 3.489°W, SN973089",51.7403304,-3.512634,51.7403304,-3.512634
Nant-Maden Round Cairn,Round cairn,Hirwaun,"51°47′04″N 3°29′36″W﻿ / ﻿51.7845°N 3.4933°W, SN970105",51.7403304,-3.512634,51.7403304,-3.512634
Onllwyn Round Cairn,Round cairn,Hirwaun,"51°46′18″N 3°27′24″W﻿ / ﻿51.7718°N 3.4566°W, SN995091",51.7403304,-3.512634,51.7403304,-3.512634
Pant Sychbant Round Cairn and Earthworks,Round cairn,Hirwaun,"51°46′41″N 3°27′27″W﻿ / ﻿51.7781°N 3.4574°W, SN995098",51.7403304,-3.512634,51.7403304,-3.512634
Penmoelallt Round Barrows,Round barrow,Hirwaun,"51°46′34″N 3°26′19″W﻿ / ﻿51.7761°N 3.4385°W, SO008095",51.7403304,-3.512634,51.7403304,-3.512634
Round Cairn and Ring Cairn South of Twyn-y-Glog,Round cairn,Hirwaun,"51°46′05″N 3°30′30″W﻿ / ﻿51.7681°N 3.5083°W, SN960087",51.7403304,-3.512634,51.7403304,-3.512634
Round Cairn North of Mynydd-y-Glog,Round cairn,Hirwaun,"51°46′24″N 3°29′45″W﻿ / ﻿51.7733°N 3.4958°W, SN968093",51.7403304,-3.512634,51.7403304,-3.512634
Tarren y Bwlch round cairn,Round cairn,Hirwaun,"51°43′10″N 3°31′27″W﻿ / ﻿51.7194°N 3.5241°W, SN948033",51.7403304,-3.512634,51.7403304,-3.512634
Three Round Cairns on the Southern Side of Mynydd-y-Glog,Round cairn,Hirwaun,"51°45′58″N 3°28′52″W﻿ / ﻿51.7661°N 3.481°W, SN978085",51.7403304,-3.512634,51.7403304,-3.512634
Two Round Cairns at Onllwyn,Round cairn,Hirwaun,"51°46′34″N 3°26′56″W﻿ / ﻿51.7761°N 3.4489°W, SO001095",51.7403304,-3.512634,51.7403304,-3.512634
Two Round Cairns on the Summit of Mynydd-y-Glog,Round cairn,Hirwaun,"51°46′04″N 3°29′04″W﻿ / ﻿51.7677°N 3.4845°W, SN976087",51.7403304,-3.512634,51.7403304,-3.512634
Twyn Bryn Glas round cairn,Round cairn,Hirwaun,"51°47′39″N 3°28′24″W﻿ / ﻿51.7943°N 3.4732°W, SN984116",51.7403304,-3.512634,51.7403304,-3.512634
Wernlas ring cairn and cairnfield,Ring cairn,Hirwaun,"51°46′40″N 3°29′48″W﻿ / ﻿51.7778°N 3.4967°W, SN968098",51.7403304,-3.512634,51.7403304,-3.512634
Mynydd Maendy Round Cairn,Round cairn,Llanharan,"51°33′51″N 3°28′17″W﻿ / ﻿51.5642°N 3.4713°W, SS981860",51.5376296,-3.4416549,51.5376296,-3.4416549
Garn Bica,Round cairn,Maerdy,"51°41′36″N 3°31′53″W﻿ / ﻿51.6933°N 3.5314°W, SN942005",51.6745851,-3.4851738,51.6745851,-3.4851738
"Ring Cairn 350m W of Penrhiw Caradoc, Llanwonno",Round cairn,Mountain Ash,"51°40′20″N 3°23′11″W﻿ / ﻿51.6723°N 3.3863°W, ST042979",51.6821033,-3.3764418,51.6821033,-3.3764418
Mynydd Ton Cairns,Round cairn,Pentre,"51°38′04″N 3°31′17″W﻿ / ﻿51.6345°N 3.5215°W, SS947939",51.6553596,-3.4905245,51.6553596,-3.4905245
Tarren Maerdy cairn (E),Round cairn,Pentre,"51°39′48″N 3°28′31″W﻿ / ﻿51.6633°N 3.4754°W, SS980970",51.6553596,-3.4905245,51.6553596,-3.4905245
Craig y Bwlch round cairn,Round cairn,Rhigos,"51°43′14″N 3°32′00″W﻿ / ﻿51.7206°N 3.5332°W, SN941035",51.7390226,-3.5636396,51.7390226,-3.5636396
Rhondda Fach Cairn,Round cairn,Rhigos,"51°42′34″N 3°31′37″W﻿ / ﻿51.7094°N 3.527°W, SN945022",51.7390226,-3.5636396,51.7390226,-3.5636396
Bachgen Carreg Round Cairn,Round cairn,Treherbert,"51°40′16″N 3°34′49″W﻿ / ﻿51.671°N 3.5804°W, SS908981",51.6743735,-3.535126,51.6743735,-3.535126
Crug yr Afan Round Cairn,Round cairn,Treorchy,"51°38′51″N 3°33′42″W﻿ / ﻿51.6474°N 3.5618°W, SS920954",51.6610568,-3.5041501,51.6610568,-3.5041501
Carn-y-Wiwer Cairnfield & Platform Houses,Cairnfield,Ynyshir,"51°38′15″N 3°24′28″W﻿ / ﻿51.6376°N 3.4077°W, ST026941",51.6262547,-3.4123854,51.6262547,-3.4123854
Mynydd y Gelli Kerb Cairn,Kerb cairn,Ystrad,"51°38′07″N 3°28′53″W﻿ / ﻿51.6353°N 3.4815°W, SS975939",51.6463112,-3.4649353,51.6463112,-3.4649353
Gwersyll,Enclosure,Aberdare,"51°43′36″N 3°24′37″W﻿ / ﻿51.7266°N 3.4102°W, SO026040",51.713353,-3.445555,51.713353,-3.445555
Craig y Ddinas Hillfort,Hillfort,Hirwaun,"51°45′40″N 3°34′22″W﻿ / ﻿51.761°N 3.5729°W, SN915080",51.7403304,-3.512634,51.7403304,-3.512634
Cwm Cadlan Settlement and Field System,Hut Circle,Hirwaun,"51°47′20″N 3°28′56″W﻿ / ﻿51.7889°N 3.4823°W, SN978110",51.7403304,-3.512634,51.7403304,-3.512634
Pant-y-Gadair Hut Circle Settlement,Hut Circle,Hirwaun,"51°48′18″N 3°28′19″W﻿ / ﻿51.8049°N 3.4719°W, SN986128",51.7403304,-3.512634,51.7403304,-3.512634
Ring Cairn and Round Cairn on Southern Side of Mynydd-y-Glog,Ring cairn,Hirwaun,"51°45′40″N 3°29′19″W﻿ / ﻿51.7612°N 3.4886°W, SN973079",51.7403304,-3.512634,51.7403304,-3.512634
Wernlas hut circle,Hut circle settlement,Hirwaun,"51°46′30″N 3°30′08″W﻿ / ﻿51.7749°N 3.5022°W, SN964095",51.7403304,-3.512634,51.7403304,-3.512634
Rhiw Season Caerau,Hillfort,Llantrisant,"51°32′23″N 3°21′00″W﻿ / ﻿51.5397°N 3.3501°W, ST064831",51.5414953,-3.3745538,51.5414953,-3.3745538
Hut Circles & Enclosures on Buarth Maen,Unenclosed hut circle,Llwydcoed,"51°44′16″N 3°25′51″W﻿ / ﻿51.7379°N 3.4307°W, SO013053",51.7319011,-3.4586764,51.7319011,-3.4586764
Caer Gwanaf,Enclosure,Pont-y-clun,"51°30′40″N 3°22′26″W﻿ / ﻿51.5112°N 3.3738°W, ST047800",51.51716165,-3.3738533229476637,51.51716165,-3.3738533229476637
Ring Cairn and Two Standing Stones on Coedpenmaen Common,Ring cairn,Pontypridd,"51°36′13″N 3°19′48″W﻿ / ﻿51.6036°N 3.33°W, ST079902",51.6001047,-3.3449362,51.6001047,-3.3449362
Lle'r Gaer,Hillfort,Tonyrefail,"51°34′27″N 3°22′20″W﻿ / ﻿51.5742°N 3.3721°W, ST050870",51.5832675,-3.4311743,51.5832675,-3.4311743
Blaenrhondda settlement,Hut circle settlement,Treherbert,"51°42′19″N 3°33′35″W﻿ / ﻿51.7052°N 3.5598°W, SN923018",51.6743735,-3.535126,51.6743735,-3.535126
Ffos Toncenglau cross ridge dyke,Cross Ridge Dyke,Treherbert,"51°42′46″N 3°33′53″W﻿ / ﻿51.7129°N 3.5648°W, SN919027",51.6743735,-3.535126,51.6743735,-3.535126
Earthwork 360m NNE of Crug yr Avan,Enclosure,Treorchy,"51°39′02″N 3°33′34″W﻿ / ﻿51.6506°N 3.5595°W, SS922957",51.6610568,-3.5041501,51.6610568,-3.5041501
Mynydd Maendy hillfort,Hillfort,Treorchy,"51°38′55″N 3°30′31″W﻿ / ﻿51.6486°N 3.5086°W, ST957955",51.6610568,-3.5041501,51.6610568,-3.5041501
Twyn y Bridallt Roman Camp,Marching camp,Aberaman,"51°40′26″N 3°26′41″W﻿ / ﻿51.6738°N 3.4448°W, ST001982",51.7003604,-3.4290402,51.7003604,-3.4290402
Miskin Roman fort,Fort,Pont-y-clun,"51°31′04″N 3°22′46″W﻿ / ﻿51.5179°N 3.3794°W, ST043807",51.51716165,-3.3738533229476637,51.51716165,-3.3738533229476637
Pen-y-Coedcae Roman Camp,Marching camp,Pontypridd,"51°35′01″N 3°20′53″W﻿ / ﻿51.5835°N 3.3481°W, ST069880",51.6001047,-3.3449362,51.6001047,-3.3449362
Cross Ridge Dyke & Cairn on Twyn Hywel,Cross Ridge Dyke,Pontypridd,"51°36′42″N 3°18′03″W﻿ / ﻿51.6116°N 3.3007°W, ST100911",51.6001047,-3.3449362,51.6001047,-3.3449362
Cross Ridge Dyke & Earthwork on Cefn Eglwysilan,Cross Ridge Dyke,Pontypridd,"51°36′14″N 3°18′05″W﻿ / ﻿51.604°N 3.3013°W, ST099902",51.6001047,-3.3449362,51.6001047,-3.3449362
Bwlch y Clawdd Dyke,Linear earthwork,Treorchy,"51°38′21″N 3°31′59″W﻿ / ﻿51.6391°N 3.5331°W, SS940944",51.6610568,-3.5041501,51.6610568,-3.5041501
Cadair Fawr settlement,House platform,Hirwaun,"51°47′57″N 3°28′19″W﻿ / ﻿51.7993°N 3.472°W, SN985122",51.7403304,-3.512634,51.7403304,-3.512634
Pant Sychbant Medieval Hamlet,Deserted Rural Settlement,Hirwaun,"51°46′33″N 3°29′39″W﻿ / ﻿51.7759°N 3.4942°W, SN970096",51.7403304,-3.512634,51.7403304,-3.512634
Pant Sychbant Medieval House,Rectangular hut,Hirwaun,"51°46′39″N 3°27′23″W﻿ / ﻿51.7774°N 3.4563°W, SN996097",51.7403304,-3.512634,51.7403304,-3.512634
Gadlys,Moated Site,Llanharan,"51°31′12″N 3°28′23″W﻿ / ﻿51.5199°N 3.473°W, SS979811",51.5376296,-3.4416549,51.5376296,-3.4416549
Llanilid Castle Mound,Motte,Llanharan,"51°31′18″N 3°28′29″W﻿ / ﻿51.5216°N 3.4748°W, SS977813",51.5376296,-3.4416549,51.5376296,-3.4416549
"St Peter's Church, Remains of",Church,Llanharan,"51°33′28″N 3°27′13″W﻿ / ﻿51.5577°N 3.4536°W, SS993853",51.5376296,-3.4416549,51.5376296,-3.4416549
Llantrisant Castle,Castle,Llantrisant,"51°32′29″N 3°22′29″W﻿ / ﻿51.5415°N 3.3748°W, ST047834",51.5414953,-3.3745538,51.5414953,-3.3745538
Tarren Deusant Sculptured Rock & Spring,Petrosomatoglyph,Llantrisant,"51°34′33″N 3°22′10″W﻿ / ﻿51.5758°N 3.3694°W, ST052872",51.5414953,-3.3745538,51.5414953,-3.3745538
Tomen y Clawdd,Motte,Llantwit Fardre,"51°34′11″N 3°18′44″W﻿ / ﻿51.5698°N 3.3121°W, ST091864",51.5594215,-3.3332483,51.5594215,-3.3332483
Castell Nos,Motte,Maerdy,"51°41′27″N 3°29′56″W﻿ / ﻿51.6908°N 3.4989°W, SN964001",51.6745851,-3.4851738,51.6745851,-3.4851738
Medieval Chapel of Talygarn,Chapel,Pont-y-clun,"51°30′42″N 3°24′14″W﻿ / ﻿51.5118°N 3.4039°W, ST026801",51.51716165,-3.3738533229476637,51.51716165,-3.3738533229476637
Pontypridd Bridge,Bridge,Pontypridd,"51°36′18″N 3°20′18″W﻿ / ﻿51.605°N 3.3382°W, ST074904",51.6001047,-3.3449362,51.6001047,-3.3449362
