Name,Site type,Community,Location
Air Furnace at British Ironworks,Ironworks,Abersychan,"51°43′34″N 3°04′37″W﻿ / ﻿51.7262°N 3.0769°W, SO257036"
British Colliery Pumping Engine House,Engine house,Abersychan,"51°43′36″N 3°04′30″W﻿ / ﻿51.7266°N 3.0751°W, SO258036"
Cwmbyrgwm Colliery,Coal Mine,Abersychan,"51°43′25″N 3°05′09″W﻿ / ﻿51.7236°N 3.0858°W, SO252033"
Aaron Brute's Level and Iron Bridge,Level,Blaenavon,"51°46′22″N 3°05′27″W﻿ / ﻿51.7728°N 3.0909°W, SO248088"
Blaenavon Ironworks [1],Industrial monument,Blaenavon,"51°46′37″N 3°05′21″W﻿ / ﻿51.777°N 3.0892°W, SO249092"
Blaenavon Upper Brick Yard,Quarry,Blaenavon,"51°46′52″N 3°05′13″W﻿ / ﻿51.781°N 3.087°W, SO251097"
Brake Engine on Hill Pits Tramroad Incline,Industrial monument,Blaenavon,"51°46′57″N 3°05′56″W﻿ / ﻿51.7826°N 3.099°W, SO242098"
"Coal and Iron Ore Workings West of Abergavenny Road, Blaenavon",Iron mine,Blaenavon,"51°47′13″N 3°05′02″W﻿ / ﻿51.7869°N 3.084°W, SO253103"
Coity Sandstone Quarry and Incline,Quarry,Blaenavon,"51°46′12″N 3°06′37″W﻿ / ﻿51.7699°N 3.1102°W, SO234084"
Dyne Steel Incline,Incline,Blaenavon,"51°47′36″N 3°06′06″W﻿ / ﻿51.7933°N 3.1017°W, SO241110"
"Engine Pit, Blaenavon",Coal Mine,Blaenavon,"51°46′29″N 3°05′50″W﻿ / ﻿51.7747°N 3.0972°W, SO243090"
"Iron and coal patching at Pen-ffordd-goch (Keeper's Pond), Blaenavon",Industrial monument,Blaenavon,"51°47′18″N 3°04′38″W﻿ / ﻿51.7882°N 3.0773°W, SO257104"
Ironstone Quarries at Carreg Maen Taro,Quarry,Blaenavon,"51°47′38″N 3°06′20″W﻿ / ﻿51.794°N 3.1056°W, SO238111"
"Old Coal Pits, Blaenavon",Air Shaft,Blaenavon,"51°46′46″N 3°05′51″W﻿ / ﻿51.7795°N 3.0974°W, SO243095"
Pwll Du Tramroad Tunnel Southern Approach,Industrial monument,Blaenavon,"51°46′53″N 3°05′26″W﻿ / ﻿51.7814°N 3.0905°W, SO248096"
"Iron Ore Scours at Upper Race, Pontypool",Industrial monument,Pontymoile,"51°40′53″N 3°02′55″W﻿ / ﻿51.6815°N 3.0486°W, ST276986"
"Old Beam Pump & Winding Engine, Glyn Pits",Industrial building,Pontymoile,"51°41′33″N 3°03′50″W﻿ / ﻿51.6924°N 3.0638°W, ST265998"
Coed-y-Cwm Chambered Cairn,Chambered tomb,St Nicholas and Bonvilston,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°27′20″N 3°19′26″W﻿ / ﻿51.4556°N 3.324°W, ST081737"
Tinkinswood Burial Chamber,Chambered long barrow,St Nicholas and Bonvilston,"51°27′05″N 3°18′26″W﻿ / ﻿51.4513°N 3.3072°W, ST092732"
St Lythans Burial Chamber,Chambered long barrow,Wenvoe,"51°26′33″N 3°17′42″W﻿ / ﻿51.4426°N 3.2951°W, ST100723"
Two Cooking Mounds E of Ty'n-y-Pwll,Burnt mound,Pendoylan,"51°28′19″N 3°20′21″W﻿ / ﻿51.4719°N 3.3393°W, ST070756"
Round Barrow 612m N of Bendrick Rock,Round barrow,Barry,"51°23′56″N 3°15′02″W﻿ / ﻿51.399°N 3.2505°W, ST131674"
Westward Corner Round Barrow,Round barrow,Barry,"51°23′38″N 3°18′25″W﻿ / ﻿51.3939°N 3.307°W, ST091669"
Round Barrow 800m SE of Malborough Grange,Round barrow,Cowbridge with Llanblethian,"51°26′51″N 3°28′11″W﻿ / ﻿51.4474°N 3.4698°W, SS979730"
Round Barrows N of Breach Farm,Round barrow,Cowbridge with Llanblethian,"51°27′16″N 3°29′01″W﻿ / ﻿51.4545°N 3.4835°W, SS970738"
Stalling Down Round Barrow,Round barrow,Cowbridge with Llanblethian,"51°27′52″N 3°25′27″W﻿ / ﻿51.4645°N 3.4241°W, ST012749"
Corntown causewayed enclosure,Causewayed enclosure,Ewenny,"51°28′36″N 3°32′51″W﻿ / ﻿51.4766°N 3.5476°W, SS926764"
Domen Fawr Round Barrows,Round barrow,Llan-maes,"51°25′45″N 3°27′40″W﻿ / ﻿51.4292°N 3.4612°W, SS985710"
Walterston ringwork,Enclosure,Llancarfan,"51°25′56″N 3°20′30″W﻿ / ﻿51.4321°N 3.3417°W, ST068712"
Morfa House Round Barrow,Round barrow,Llantwit Major,"51°25′13″N 3°29′51″W﻿ / ﻿51.4202°N 3.4976°W, SS959700"
Heol y Mynydd Round Barrow,Round barrow,St Brides Major,"51°27′51″N 3°36′28″W﻿ / ﻿51.4641°N 3.6078°W, SS884751"
Croes Heol y Splott Round Barrow,Round barrow,St Donats,"51°25′28″N 3°30′59″W﻿ / ﻿51.4245°N 3.5163°W, SS946705"
Nash Point Round Barrows,Round barrow,St Donats,"51°24′40″N 3°33′43″W﻿ / ﻿51.4111°N 3.562°W, SS914691"
Round Barrows NE of Church Farm,Round barrow,St Donats,"51°25′30″N 3°33′06″W﻿ / ﻿51.4249°N 3.5517°W, SS922706"
Round Barrows South of Monkton,Round barrow,St Donats,"51°25′29″N 3°32′15″W﻿ / ﻿51.4248°N 3.5375°W, SS931706"
Round Barrows W of Cant-Erw,Round barrow,St Donats,"51°25′51″N 3°31′59″W﻿ / ﻿51.4309°N 3.5331°W, SS935713"
St-y-Nyll Round Barrow,Round barrow,St Georges-super-Ely,"51°29′47″N 3°17′48″W﻿ / ﻿51.4964°N 3.2967°W, ST100782"
Maes-y-Hwyaid Round Barrow,Round barrow,Welsh St Donats,"51°27′57″N 3°23′20″W﻿ / ﻿51.4658°N 3.3888°W, ST036750"
Two Round Barrows 300m North of Tair Onnen,Round barrow,Welsh St Donats,"51°27′54″N 3°22′52″W﻿ / ﻿51.4651°N 3.3811°W, ST041749"
Greave Round Barrow,Round barrow,Wenvoe,"51°27′04″N 3°15′38″W﻿ / ﻿51.4512°N 3.2606°W, ST124732"
Rhyle Round Barrow,Round barrow,Wick,"51°26′32″N 3°33′37″W﻿ / ﻿51.4423°N 3.5604°W, SS916726"
Caer Dynnaf hillfort,Hillfort,Cowbridge with Llanblethian,"51°27′29″N 3°27′51″W﻿ / ﻿51.4581°N 3.4641°W, SS983742"
Llanquian Wood Camp,Hillfort,Cowbridge with Llanblethian,"51°27′39″N 3°24′35″W﻿ / ﻿51.4607°N 3.4096°W, ST021744"
Castell Moel,Hillfort,Llancarfan,"51°27′08″N 3°21′45″W﻿ / ﻿51.4521°N 3.3624°W, ST054734"
Castle Ditches,Hillfort,Llancarfan,"51°25′17″N 3°21′17″W﻿ / ﻿51.4214°N 3.3546°W, ST059700"
Llantrithyd Camp,Enclosure,Llancarfan,"51°26′58″N 3°23′06″W﻿ / ﻿51.4494°N 3.3849°W, ST038731"
Llanvithyn Camp,Hillfort,Llancarfan,"51°26′15″N 3°21′41″W﻿ / ﻿51.4374°N 3.3615°W, ST054718"
Mynydd Bychan,Settlement,Llandow,"51°28′12″N 3°29′39″W﻿ / ﻿51.4699°N 3.4942°W, SS963756"
Castle Ditches Camp,Hillfort,Llantwit Major,"51°23′48″N 3°29′46″W﻿ / ﻿51.3967°N 3.4961°W, SS960674"
Summerhouse Camp,Hillfort,Llantwit Major,"51°23′19″N 3°26′46″W﻿ / ﻿51.3885°N 3.4461°W, SS994664"
The Bulwarks Camp,Hillfort,Rhoose,"51°23′19″N 3°19′15″W﻿ / ﻿51.3887°N 3.3208°W, ST081663"
Dunraven Castle Hillfort,Hillfort,St Brides Major,"51°26′33″N 3°36′09″W﻿ / ﻿51.4425°N 3.6025°W, SS887727"
Promontory Fort on Fleming's Down,Promontory Fort - inland,St Brides Major,"51°28′46″N 3°36′03″W﻿ / ﻿51.4794°N 3.6009°W, SS889768"
Cwm Nash Defended Enclosure,Promontory Fort - inland,St Donats,"51°25′18″N 3°34′16″W﻿ / ﻿51.4218°N 3.5711°W, SS908703"
Nash Point Camp,Hillfort,St Donats,"51°24′18″N 3°33′39″W﻿ / ﻿51.4049°N 3.5609°W, SS915684"
Y Gaer,Ringwork,St Nicholas and Bonvilston,"51°27′50″N 3°20′59″W﻿ / ﻿51.4638°N 3.3496°W, ST063747"
"Sully Island, ""Danish"" Fort",Hillfort,Sully,"51°23′45″N 3°11′47″W﻿ / ﻿51.3957°N 3.1965°W, ST168669"
Cwm Bach Camps,Hillfort,Wick,"51°26′02″N 3°35′15″W﻿ / ﻿51.4339°N 3.5876°W, SS897717"
Knap Roman Site,Villa,Barry,"51°23′26″N 3°17′46″W﻿ / ﻿51.3905°N 3.2961°W, ST099665"
"Romano-British Farmstead, Dinas Powys Common",Settlement,Dinas Powys,"51°25′52″N 3°13′21″W﻿ / ﻿51.4311°N 3.2224°W, ST151709"
Moulton Roman Site,Building (Unclassified),Llancarfan,"51°25′04″N 3°20′00″W﻿ / ﻿51.4177°N 3.3332°W, ST073695"
Caermead Roman Site,Villa,Llantwit Major,"51°25′08″N 3°29′57″W﻿ / ﻿51.419°N 3.4991°W, SS958699"
St Barruch's Chapel,Chapel,Barry,"51°23′32″N 3°16′02″W﻿ / ﻿51.3923°N 3.2672°W, ST119666"
Llancarfan Monastery (Site of),Monastery,Llancarfan,"51°25′17″N 3°21′55″W﻿ / ﻿51.4215°N 3.3653°W, ST051700"
Pillar-Cross in Llandough Churchyard,Cross,Llandough  Penarth,"51°27′08″N 3°11′56″W﻿ / ﻿51.4522°N 3.1988°W, ST168732"
Llangan Celtic Cross,Cross,Llangan,"51°29′23″N 3°30′11″W﻿ / ﻿51.4898°N 3.5031°W, SS957778"
Cwm George Camp,Earthwork (unclassified),Michaelston,"51°26′34″N 3°13′38″W﻿ / ﻿51.4427°N 3.2272°W, ST148722"
Tyn y Coed Earthwork,Earthwork (unclassified),Michaelston,"51°26′27″N 3°13′33″W﻿ / ﻿51.4407°N 3.2258°W, ST148720"
Croes Antoni,Cross,St Brides Major,"51°27′53″N 3°35′41″W﻿ / ﻿51.4648°N 3.5946°W, SS893751"
Barry Castle,Manor,Barry,"51°23′48″N 3°17′38″W﻿ / ﻿51.3966°N 3.2939°W, ST100671"
"Highlight Church, Remains of",Church,Barry,"51°25′15″N 3°18′01″W﻿ / ﻿51.4208°N 3.3003°W, ST096698"
Highlight Medieval House Site,House (domestic),Barry,"51°25′11″N 3°17′42″W﻿ / ﻿51.4197°N 3.2951°W, ST100697"
Site of Medieval Mill & Mill Leat Cliffwood,Mill,Barry,"51°23′39″N 3°18′41″W﻿ / ﻿51.3943°N 3.3114°W, ST088669"
Llanquian Castle,Motte,Cowbridge with Llanblethian,"51°27′36″N 3°24′49″W﻿ / ﻿51.4601°N 3.4135°W, ST018744"
South Gate,Gatehouse,Cowbridge with Llanblethian,"51°27′40″N 3°27′02″W﻿ / ﻿51.4612°N 3.4505°W, SS993745"
"St Quentin's Castle, Llanblethian",Castle,Cowbridge with Llanblethian,"51°27′27″N 3°27′23″W﻿ / ﻿51.4576°N 3.4564°W, SS989741"
Dinas Powis Castle,Castle,Dinas Powys,"51°26′15″N 3°13′13″W﻿ / ﻿51.4374°N 3.2203°W, ST152716"
Ewenny Priory,Priory,Ewenny,"51°29′20″N 3°34′03″W﻿ / ﻿51.4888°N 3.5676°W, SS912778"
Horseland moated homestead,Moated Site,Llancarfan,"51°26′33″N 3°22′55″W﻿ / ﻿51.4424°N 3.3819°W, ST040723"
Llancadle Deserted Medieval Village,Deserted Medieval Village,Llancarfan,"51°24′15″N 3°23′20″W﻿ / ﻿51.4042°N 3.3888°W, ST034681"
"Medieval House Site, Llantrithyd",Enclosure - Domestic,Llancarfan,"51°26′43″N 3°22′30″W﻿ / ﻿51.4453°N 3.375°W, ST045727"
Llandow Castle-Ringwork,Ringwork,Llandow,"51°26′52″N 3°31′27″W﻿ / ﻿51.4477°N 3.5241°W, SS941731"
"Llandough Castle, Remains of Hall",Castle,Llanfair,"51°26′49″N 3°26′51″W﻿ / ﻿51.447°N 3.4476°W, SS995729"
Old Beaupre Castle,House (domestic),Llanfair,"51°26′19″N 3°25′39″W﻿ / ﻿51.4385°N 3.4274°W, ST008720"
St Mary Hill cross,Cross,Llangan,"51°30′11″N 3°30′10″W﻿ / ﻿51.503°N 3.5028°W, SS957793"
Medieval Cross in Churchyard,Cross,Llangan,"51°29′23″N 3°30′10″W﻿ / ﻿51.4896°N 3.5029°W, SS957778"
Ringwork & Bailey at Gelligarn,Ringwork,Llangan,"51°29′51″N 3°29′56″W﻿ / ﻿51.4975°N 3.4988°W, SS960786"
Bedford Castle,Motte,Llantwit Major,"51°24′49″N 3°28′05″W﻿ / ﻿51.4136°N 3.468°W, SS980693"
Boverton Place,House (domestic),Llantwit Major,"51°24′18″N 3°27′51″W﻿ / ﻿51.4049°N 3.4641°W, SS982683"
Llantwit Major Castle,Manor,Llantwit Major,"51°24′40″N 3°29′17″W﻿ / ﻿51.411°N 3.488°W, SS966690"
Llantwit Major Dovecot,Dovecote,Llantwit Major,"51°24′25″N 3°29′19″W﻿ / ﻿51.407°N 3.4887°W, SS965686"
Llantwit Major Gatehouse,Gatehouse,Llantwit Major,"51°24′27″N 3°29′19″W﻿ / ﻿51.4075°N 3.4886°W, SS965686"
Llantwit Major Monastic Settlement (Site of),Grange,Llantwit Major,"51°24′28″N 3°29′22″W﻿ / ﻿51.4078°N 3.4894°W, SS965686"
The Chantry House,Chantry,Llantwit Major,"51°24′28″N 3°29′16″W﻿ / ﻿51.4077°N 3.4877°W, SS966686"
Leckwith Bridge,Bridge,Michaelston,"51°28′12″N 3°12′43″W﻿ / ﻿51.4699°N 3.212°W, ST159752"
Cogan Deserted Medieval Village,Deserted Medieval Village,Penarth,"51°25′41″N 3°11′41″W﻿ / ﻿51.428°N 3.1948°W, ST170405"
Penarth Churchyard Cross (Now in St Augustine's Church),Cross,Penarth,"51°26′29″N 3°10′08″W﻿ / ﻿51.4415°N 3.1689°W, ST188720"
Felin Isaf Castle Mound,Motte,Pendoylan,"51°30′16″N 3°21′17″W﻿ / ﻿51.5045°N 3.3547°W, ST060792"
Ystradowen Castle Mound,Motte,Penllyn,"51°29′21″N 3°25′34″W﻿ / ﻿51.4891°N 3.4262°W, ST010776"
Remains of Peterston Castle,Castle,Peterston-super-Ely,"51°28′44″N 3°19′16″W﻿ / ﻿51.479°N 3.3212°W, ST083763"
Penmark Castle,Castle,Rhoose,"51°24′41″N 3°21′18″W﻿ / ﻿51.4113°N 3.355°W, ST058689"
Deserted Medieval Village North East of Rock Farm,Deserted Medieval Village,St Athan,"51°24′14″N 3°24′33″W﻿ / ﻿51.4039°N 3.4092°W, ST020681"
East Orchard Manor House,Manor,St Athan,"51°24′12″N 3°23′52″W﻿ / ﻿51.4032°N 3.3977°W, ST028680"
Fleminston Deserted Village,Deserted Medieval Village,St Athan,"51°25′08″N 3°24′10″W﻿ / ﻿51.4188°N 3.4027°W, ST025697"
West Aberthaw Medieval Site,Settlement,St Athan,"51°23′30″N 3°24′15″W﻿ / ﻿51.3918°N 3.4043°W, ST023668"
West Orchard Manor House,Manor,St Athan,"51°24′13″N 3°25′43″W﻿ / ﻿51.4035°N 3.4285°W, ST007681"
Ogmore Castle,Castle,St Brides Major,"51°28′50″N 3°36′41″W﻿ / ﻿51.4805°N 3.6115°W, SS881769"
Ogmore Stepping Stones,Stepping stones,St Brides Major,"51°28′51″N 3°36′44″W﻿ / ﻿51.4808°N 3.6122°W, SS881769"
St Bride's Major Churchyard Cross,Cross,St Brides Major,"51°27′48″N 3°35′35″W﻿ / ﻿51.4633°N 3.593°W, SS894750"
Stepsau Duon,Stepping stones,St Brides Major,"51°28′10″N 3°34′20″W﻿ / ﻿51.4695°N 3.5722°W, SS908756"
Area of Shrunken Medieval Village,Shrunken Medieval Village,St Donats,"51°24′50″N 3°32′43″W﻿ / ﻿51.414°N 3.5452°W, SS926694"
St Donat's Churchyard Cross,Cross,St Donats,"51°24′05″N 3°32′03″W﻿ / ﻿51.4014°N 3.5343°W, SS933680"
"Tithe Barn, Dovecot & remains at Monknash",Barn,St Donats,"51°25′29″N 3°33′26″W﻿ / ﻿51.4247°N 3.5571°W, SS918706"
Castle Ringwork 850m ENE of Ty'n-y-Coed,Ringwork,St Nicholas & Bonvilston,"51°27′06″N 3°20′19″W﻿ / ﻿51.4517°N 3.3386°W, ST070733"
Coed y Cwm Ringwork,Ringwork,St Nicholas and Bonvilston,"51°27′17″N 3°19′17″W﻿ / ﻿51.4546°N 3.3215°W, ST082736"
Cottrell Castle Mound,Motte,St Nicholas and Bonvilston,"51°27′43″N 3°19′28″W﻿ / ﻿51.462°N 3.3244°W, ST080745"
Cottrell Ringwork,Ringwork,St Nicholas and Bonvilston,"51°27′51″N 3°19′08″W﻿ / ﻿51.4641°N 3.3188°W, ST084747"
"Doghill Moated Site, Dyffryn",Moated Site,St Nicholas and Bonvilston,"51°26′21″N 3°18′25″W﻿ / ﻿51.4393°N 3.3069°W, ST092719"
Middleton Moated Site,Moated Site,Sully,"51°24′37″N 3°13′22″W﻿ / ﻿51.4102°N 3.2229°W, ST150686"
Castell Tal-y-Fan,Castle,Welsh St Donats,"51°29′06″N 3°24′41″W﻿ / ﻿51.4851°N 3.4114°W, ST020771"
Buarth-Mawr Barn,Barn,Wick,"51°26′18″N 3°33′06″W﻿ / ﻿51.4383°N 3.5517°W, SS922721"
"Llantrithyd Place: remains of house, relict gardens and wells",House (domestic),Llancarfan,"51°26′44″N 3°22′40″W﻿ / ﻿51.4456°N 3.3777°W, ST043727"
"Early Cement Works, Aberthaw",Industrial building,Rhoose,"51°23′10″N 3°23′01″W﻿ / ﻿51.386°N 3.3835°W, ST038661"
Treguff RAF Airfield Decoy Control Centre,Decoy,Llancarfan,"51°25′44″N 3°23′44″W﻿ / ﻿51.4289°N 3.3955°W, SO030709"
East Orchard Wood Pillbox,Pillbox,St Athan,"51°23′59″N 3°23′50″W﻿ / ﻿51.3996°N 3.3973°W, ST028676"
Limpert Bay Anti-invasion Defences,Anti-invasion defence site,St Athan,"51°23′19″N 3°26′18″W﻿ / ﻿51.3887°N 3.4384°W, ST000665"
Anti-aircraft and Coastal Battery W of Lavernock Point,Battery,Sully,"51°24′16″N 3°10′46″W﻿ / ﻿51.4044°N 3.1795°W, ST180679"
Two Round Barrows N of Whitewell Church,Round barrow,Bronington,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}52°58′10″N 2°45′16″W﻿ / ﻿52.9694°N 2.7544°W, SJ494416"
Gatewen Hall round barrow,Round barrow,Broughton,"53°03′18″N 3°01′14″W﻿ / ﻿53.055°N 3.0205°W, SJ317513"
"Cadair Berwyn, round cairn on N ridge of",Round cairn,Ceiriog Ucha,"52°53′32″N 3°22′11″W﻿ / ﻿52.8923°N 3.3697°W, SJ079336"
Pen-plaenau cairns and standing stone,Round cairn,Ceiriog Ucha,"52°55′02″N 3°18′01″W﻿ / ﻿52.9173°N 3.3004°W, SJ126363"
Tomen y Gwyddel Round Barrow,Round barrow,Ceiriog Ucha,"52°54′39″N 3°13′41″W﻿ / ﻿52.9107°N 3.228°W, SJ175355"
Y Garnedd Wen Round Cairn,Round cairn,Ceiriog Ucha,"52°52′17″N 3°17′12″W﻿ / ﻿52.8713°N 3.2866°W, SJ134312"
Croes-Foel Round Barrow,Round barrow,Esclusham,"53°01′33″N 3°02′04″W﻿ / ﻿53.0257°N 3.0345°W, SJ307481"
Hadfod-y-Bwlch Round Barrow,Round barrow,Esclusham,"53°01′19″N 3°01′56″W﻿ / ﻿53.022°N 3.0322°W, SJ308476"
Graig cairn,Round cairn,Glyntraian,"52°55′49″N 3°08′01″W﻿ / ﻿52.9302°N 3.1337°W, SJ238375"
Orseddwen cairn,Round cairn,Glyntraian,"52°53′54″N 3°07′13″W﻿ / ﻿52.8983°N 3.1203°W, SJ247340"
Pen-y-Brongyll Round Barrow,Round barrow,Glyntraian,"52°56′14″N 3°09′33″W﻿ / ﻿52.9371°N 3.1593°W, SJ221383"
Sutton Green round barrow,Round barrow,Isycoed,"53°01′50″N 2°53′14″W﻿ / ﻿53.0305°N 2.8871°W, SJ406485"
Bryn Du cairn,Round cairn,Llansantffraid Glyn Ceiriog,"52°54′58″N 3°15′15″W﻿ / ﻿52.916°N 3.2542°W, SJ157361"
Tomen y Meirw,Round barrow,Llansantffraid Glyn Ceiriog,"52°56′02″N 3°14′55″W﻿ / ﻿52.934°N 3.2485°W, SJ161381"
Wilderness Round Barrows,Round barrow,Llansantffraid Glyn Ceiriog,"52°57′14″N 3°13′47″W﻿ / ﻿52.9539°N 3.2298°W, SJ174403"
Bryn Alyn Round Barrow,Round barrow,Llay,"53°04′49″N 2°59′50″W﻿ / ﻿53.0802°N 2.9971°W, SJ333541"
"Esclusham Mountain Cairn, Minera",Round cairn,Minera,"53°03′10″N 3°06′14″W﻿ / ﻿53.0527°N 3.1039°W, SJ261511"
Fairy Oak Round Barrow,Round barrow,Offa,"53°02′23″N 2°59′55″W﻿ / ﻿53.0396°N 2.9985°W, SJ331496"
Hillbury Round Barrow,Round barrow,Offa,"53°02′15″N 2°59′39″W﻿ / ﻿53.0376°N 2.9943°W, SJ334493"
Cefn y Gader Round Barrows,Round barrow,Penycae,"53°02′21″N 3°08′18″W﻿ / ﻿53.0393°N 3.1384°W, SJ237497"
Eglwyseg Mountain Round Barrow,Round barrow,Penycae,"53°00′31″N 3°08′49″W﻿ / ﻿53.0086°N 3.147°W, SJ231463"
Penycae Cairn,Round cairn,Penycae,"53°01′30″N 3°07′44″W﻿ / ﻿53.0249°N 3.1289°W, SJ243481"
Ruabon Mountain Round Barrow,Round barrow,Penycae,"53°01′17″N 3°06′30″W﻿ / ﻿53.0214°N 3.1083°W, SJ257476"
Two Cairns on Ruabon Mountain,Round cairn,Penycae,"53°00′01″N 3°08′32″W﻿ / ﻿53.0004°N 3.1421°W, SJ234453"
Darland Wood Round Barrows,Round barrow,Ruabon,"52°58′22″N 3°02′45″W﻿ / ﻿52.9727°N 3.0457°W, SJ298422"
Mynydd Bach Camp,Hillfort,Ceiriog Ucha,"52°53′50″N 3°15′44″W﻿ / ﻿52.8972°N 3.2621°W, SJ151340"
Pen y Gaer Hillfort,Hillfort,Llangollen Rural,"52°58′34″N 3°07′04″W﻿ / ﻿52.9761°N 3.1178°W, SJ250426"
Bryn Alyn Camp,Hillfort,Llay,"53°04′34″N 2°59′57″W﻿ / ﻿53.0761°N 2.9993°W, SJ331536"
Gardden Camp,Hillfort,Ruabon,"52°59′45″N 3°02′56″W﻿ / ﻿52.9958°N 3.0488°W, SJ297447"
Pen-Plaenau Roman Marching Camp,Marching camp,Ceiriog Ucha,"52°55′00″N 3°19′25″W﻿ / ﻿52.9168°N 3.3237°W, SJ110363"
Holt Roman Settlement,Bath-house,Holt,"53°05′05″N 2°53′18″W﻿ / ﻿53.0846°N 2.8883°W, SJ405545"
Tomen Garmon,Mound,Ceiriog Ucha,"52°53′10″N 3°15′10″W﻿ / ﻿52.8862°N 3.2529°W, SJ157328"
Wat's Dyke: Section extending from Erddig Park to Middle Sontley,Linear earthwork,Esclusham,"53°01′44″N 3°00′26″W﻿ / ﻿53.029°N 3.0071°W, SJ325438"
Wat's Dyke: Section extending from Middle Sontley to Black Brook Bridge,Linear earthwork,Esclusham,"53°00′32″N 3°00′41″W﻿ / ﻿53.0088°N 3.0115°W, SJ322462"
Wat's Dyke: Section W of Ty-Gwyn,Linear earthwork,Gwersyllt,"53°04′07″N 2°59′48″W﻿ / ﻿53.0686°N 2.9967°W, SJ333528"
Wat's Dyke : Section South of Ruthin Road,Linear earthwork,Offa,"53°02′33″N 3°00′17″W﻿ / ﻿53.0426°N 3.0048°W, SJ327499"
"Wat's Dyke: Section SSW of Wrexham Station, 130m Long",Linear earthwork,Offa,"53°02′56″N 3°00′09″W﻿ / ﻿53.049°N 3.0026°W, SJ328506"
Wat's Dyke: Sections N & S of the Court,Linear earthwork,Offa,"53°02′09″N 3°00′12″W﻿ / ﻿53.0357°N 3.0034°W, SJ328491"
"Wat's Dyke at Crispin Lane, Wrexham",Linear earthwork,Rhosddu,"53°03′13″N 3°00′04″W﻿ / ﻿53.0536°N 3.0012°W, SJ329511"
Wat's Dyke: Garden Village Section,Linear earthwork,Rhosddu,"53°03′49″N 2°59′50″W﻿ / ﻿53.0637°N 2.9973°W, SJ332522"
Wat's Dyke: Section extending from Black Brook Bridge to Pentre-Clawdd,Linear earthwork,Ruabon,"52°59′56″N 3°01′03″W﻿ / ﻿52.9988°N 3.0176°W, SJ318450"
Wat's Dyke: Section extending from Pentre-Clawdd to Wynnstay Park,Linear earthwork,Ruabon,"52°59′17″N 3°01′42″W﻿ / ﻿52.988°N 3.0283°W, SJ310439"
Offa's Dyke: Mountain View Section,Linear earthwork,Brymbo,"53°04′51″N 3°03′46″W﻿ / ﻿53.0807°N 3.0628°W, SJ289542"
